Instances,Source,feature_D,feature_C,feature_fsr,feature_po_n,feature_upo_n,feature_cpo_upo_n,feature_GD_cpo_upo,feature_cover_cpo_upo,feature_uhv,feature_hv,feature_hv_uhv_n,feature_corr_obj,feature_corr_cobj_min,feature_corr_cobj_max,feature_corr_cf,feature_piz_ob_min,feature_piz_ob_max,feature_piz_f,feature_ps_dist_max,feature_ps_dist_mean,feature_ps_dist_iqr_mean,feature_pf_dist_max,feature_pf_dist_mean,feature_pf_dist_iqr_mean,feature_dist_c_corr,feature_mean_f,feature_std_f,feature_max_f,feature_skew_f,feature_kurt_f,feature_kurt_avg,feature_kurt_min,feature_kurt_max,feature_kurt_rnge,feature_skew_avg,feature_skew_min,feature_skew_max,feature_skew_rnge,feature_min_cv,feature_skew_cv,feature_kurt_cv,feature_f_mdl_r2,feature_f_range_coeff,feature_pop_cv_mdl_r2,feature_pop_cv_range_coeff,feature_sup_avg_rws,feature_inf_avg_rws,feature_inc_avg_rws,feature_lnd_avg_rws,feature_dist_x_avg_rws,feature_dist_f_avg_rws,feature_dist_c_avg_rws,feature_dist_f_c_avg_rws,feature_dist_f_dist_x_avg_rws,feature_dist_c_dist_x_avg_rws,feature_dist_f_c_dist_x_avg_rws,feature_nhv_avg_rws,feature_nuhv_avg_rws,feature_nfronts_avg_rws,feature_ncv_avg_rws,feature_nncv_avg_rws,feature_bncv_avg_rws,feature_bhv_avg_rws,feature_sup_r1_rws,feature_inf_r1_rws,feature_inc_r1_rws,feature_lnd_r1_rws,feature_dist_x_r1_rws,feature_dist_f_r1_rws,feature_dist_c_r1_rws,feature_dist_f_c_r1_rws,feature_dist_f_dist_x_r1_rws,feature_dist_c_dist_x_r1_rws,feature_dist_f_c_dist_x_r1_rws,feature_nhv_r1_rws,feature_nuhv_r1_rws,feature_nfronts_r1_rws,feature_ncv_r1_rws,feature_nncv_r1_rws,feature_bncv_r1_rws,feature_bhv_r1_rws,feature_rfbx_rws
DASCMOP6_8,DASCMOP6,2,11,0.0651,0.001783333,0.0036,0.551126651,0.34625473,0,0.574370235,0.157347871,0.275558765,0.945800833,0.604868756,0.632435957,0.605252529,0.057883333,0.060083333,0.087683333,0.281402072,0.134642733,0.187155556,0.344136399,0.152768169,0.231613355,0.014212996,106.3895333,66.94108608,233.4666667,0.000106599,1.672903464,1.632865381,1.586167929,1.679562833,0.093394904,0.031453318,0.02427145,0.038635186,0.014363736,0,0.353600122,2.123208596,0.002939821,22.64107781,0.002044202,0.132619724,0.495291667,0.5034375,0.001270833,0.2045625,0.064855381,0.891196842,0.447563613,1.048238032,15.80538215,8.092320777,18.68998368,0.007939675,0.185732679,4.98825,0.72851326,0.717604015,0.189501427,0.058083614,-0.027280866,-0.026898326,-0.004865445,-0.014733169,0.011132404,-0.006770884,-0.002043802,-0.007722245,-0.002765319,0.003187897,-0.000846485,-0.014697183,0.01230181,0.020439695,-0.009211911,-0.014522512,-0.002415005,-0.002279343,0.126083333
DASCMOP6_9,DASCMOP6,2,11,0.066066667,0.001816667,0.0036,0.5598039,0.34479273,0,0.574370235,0.154799051,0.270778936,0.945800833,0.606942695,0.633178813,0.607487776,0.058408333,0.060916667,0.089216667,0.282459146,0.137260452,0.186399424,0.341209987,0.151369652,0.224802463,0.007773816,106.3895333,66.94108608,233.4666667,0.000106599,1.672903464,1.632865381,1.586167929,1.679562833,0.093394904,0.031453318,0.02427145,0.038635186,0.014363736,0,0.366894053,2.136701511,0.002939821,22.64107781,0.0017961,0.122491017,0.493479167,0.5054375,0.001083333,0.204541667,0.064855381,0.891196842,0.450486931,1.050427661,15.80538215,8.15543809,18.73450436,0.008159008,0.185732679,4.988916667,0.727538586,0.715133616,0.184431468,0.056723446,-0.012927879,-0.013720383,-0.004371512,-0.001904611,0.011132404,-0.006770884,-0.008604075,-0.009390028,-0.002765319,-0.000935155,-0.002879465,-0.002228178,0.01230181,0.002890859,-0.005644527,0.004379962,0.000277287,-0.006887731,0.12525
DC1_DTLZ1,DC_DTLZ,2,1,0.227366667,0.000883333,0.003,0.36042328,0.302110807,0.089656085,0.004891237,0,0,0.414310889,-0.603134766,0.166718942,-0.428229593,0.067925,0.096691667,0.0258,0.091890213,0.043698586,0.073167166,2.607047083,1.091177922,1.552957023,0.458380968,53.19251667,28.71450416,106.2666667,-0.012826666,1.821351485,4.083332803,1.675765593,6.490900013,4.81513442,0.88675546,0.15674215,1.616768771,1.460026622,0,-0.075578866,1.430003644,0.151605413,128.3191442,0.813791487,5.30312974,0.515791667,0.4696875,0.014520833,0.232583333,0.064855381,27.37801211,0.215694089,27.38261663,487.6965132,3.339776462,487.7662177,0,1.25E-05,4.871083333,0.751382484,0.742465161,0.450079994,0,-0.014992698,-0.014210515,0.02599307,-0.011236903,0.011132404,0.002926717,-0.098455393,0.002936181,0.008652478,-0.11402671,0.008671309,0,0.01152131,0.04188628,0.087290393,0.09959453,0.054214434,0,0.29875
DC1_DTLZ3,DC_DTLZ,2,1,0.227366667,0.001166667,0.003816667,0.335733156,0.127451064,0.113294206,0.042404431,0.025491757,0.523122939,0.519791803,-0.63479978,0.053596709,-0.471919012,0.058658333,0.082908333,0.025966667,0.159983546,0.074148254,0.122889742,1.014185857,0.361090091,0.412798716,0.440405517,52.45918333,29.48646304,109.4666667,0.077461512,1.843186003,3.252919851,1.547049471,4.95879023,3.411740759,0.735451955,0.063015233,1.407888676,1.344873443,0,-0.075578866,1.430003644,0.188546476,145.1592217,0.813791487,5.30312974,0.516708333,0.469979167,0.0133125,0.232354167,0.064855381,6.299146741,0.215694089,6.315266681,111.2481525,3.339776462,111.4910446,7.03E-05,0.000131334,4.879083333,0.751382484,0.742465161,0.450079994,7.11E-05,-0.014784628,-0.01411134,0.015244434,-0.0119253,0.011132404,-0.006420248,-0.098455393,-0.006469082,-0.003296583,-0.11402671,-0.003104591,0.007556824,0.022304448,0.033082808,0.087290393,0.09959453,0.054214434,0.00746337,0.29875
DC2_DTLZ1,DC_DTLZ,2,2,5.00E-05,0.000516667,0.003,0.198201058,0.228065066,0.108637566,0.01596844,0.007495993,0.066666667,0.414310889,-0.00334122,-0.001398585,-0.001878635,0.072466667,0.165158333,0.049075,0.012238182,0.006119091,0.012238182,0.014386672,0.007193336,0.014386672,0.003685783,53.19251667,28.71450416,106.2666667,-0.012826666,1.821351485,4.083332803,1.675765593,6.490900013,4.81513442,0.88675546,0.15674215,1.616768771,1.460026622,0.318310889,0.48538097,1.589511219,0.151605413,128.3191442,0.000178263,0.068854908,0.466645833,0.465145833,0.068208333,0.283229167,0.064855381,27.37801211,0.362710023,27.39135258,487.6965132,6.601980776,487.9668808,1.87E-05,4.25E-05,4.478583333,0.889183261,0.890923798,0.517865261,2.14E-05,0.014483074,0.006365603,-0.016636816,-0.002790303,0.011132404,0.002926717,0.007708943,0.002977739,0.008652478,0.018514606,0.00870278,-0.000167502,0.013621911,-0.008842639,0.003795981,0.000500155,-0.000451409,0.013705871,0
DC2_DTLZ3,DC_DTLZ,2,2,0.003483333,0.0016,0.003816667,0.476124431,0.089404962,0.195612258,0.046853198,0.036023051,0.538972082,0.519791803,0.003479822,0.004158588,0.003900693,0.018783333,0.018783333,0.018775,0.255333199,0.11232084,0.168920696,0.645750365,0.284734869,0.430406282,-0.001649221,52.45918333,29.48646304,109.4666667,0.077461512,1.843186003,3.252919851,1.547049471,4.95879023,3.411740759,0.735451955,0.063015233,1.407888676,1.344873443,0,0.43171523,1.663084474,0.188546476,145.1592217,-5.97E-05,0.106934146,0.4930625,0.5069375,0,0.203979167,0.064855381,6.299146741,0.37184828,6.34075336,111.2481525,6.697316621,112.038637,0.000105399,0.000147437,4.99975,0.872326125,0.866092617,0.467718343,0.000129218,0.017086424,0.017086424,0,-0.005414398,0.011132404,-0.006420248,0.002017772,-0.006216308,-0.003296583,0.014007038,-0.0029074,0.013525462,0.022949085,-0.000251253,0.009865276,-0.003565328,-0.01101339,0.012906253,0.0055
DC3_DTLZ1,DC_DTLZ,2,2,0.077183333,0.000933333,0.003,0.361931217,1.56037834,0.022037037,0.004891237,0,0,0.414310889,-0.432282607,0.114097452,-0.320930614,0.038108333,0.057033333,0.014725,0.131164267,0.065373295,0.118828961,4.466807331,1.96186018,3.267974407,0.38454693,53.19251667,28.71450416,106.2666667,-0.012826666,1.821351485,4.083332803,1.675765593,6.490900013,4.81513442,0.88675546,0.15674215,1.616768771,1.460026622,0,-0.495867338,2.244347577,0.151605413,128.3191442,0.412132846,3.837562683,0.499270833,0.49875,0.001979167,0.207625,0.064855381,27.37801211,0.405049068,27.39314088,487.6965132,6.974822916,487.976551,0,1.25E-05,4.982583333,1.122052713,1.118267613,0.622160335,0,0.001483207,0.002749743,0.004207641,-0.021880471,0.011132404,0.002926717,0.043488197,0.002917998,0.008652478,0.012261023,0.008660795,0,0.01152131,-0.00438942,0.037702496,0.079485394,0.073121568,0,0.129833333
DC3_DTLZ3,DC_DTLZ,2,2,0.074783333,0.001016667,0.003816667,0.306894957,0.720708961,0.032205295,0.042404431,0.017043396,0.241525563,0.519791803,-0.480400477,0,-0.390055987,0.031333333,0.047316667,0.011883333,0.147309022,0.069299081,0.11571367,1.442546111,0.647568601,1.027063889,0.36830757,52.45918333,29.48646304,109.4666667,0.077461512,1.843186003,3.252919851,1.547049471,4.95879023,3.411740759,0.735451955,0.063015233,1.407888676,1.344873443,0,-0.505437726,2.255935052,0.188546476,145.1592217,0.407456691,3.945747241,0.496729167,0.5013125,0.001958333,0.208729167,0.064855381,6.299146741,0.402255575,6.344186949,111.2481525,6.894108207,112.0428788,4.26E-05,0.000131334,4.9815,1.124418071,1.116525024,0.622013099,5.42E-05,0.013197294,0.013234249,-0.007423222,5.74E-05,0.011132404,-0.006420248,0.022165648,-0.006256516,-0.003296583,0.007277455,-0.003237209,-0.000670008,0.022304448,0.013076789,0.042899072,0.075763786,0.063296665,-0.001155889,0.121916667
Eq1_DTLZ1,Eq_DTLZ,2,1,0.00085,0.0005,0.003,0.193439153,29.56523656,0,0.01596844,0,0,0.414310889,-0.1217538,0.431704159,0.046480174,0.060091667,0.168241667,0.034783333,0,0,0,0,0,0,0.545736037,53.19251667,28.71450416,106.2666667,-0.012826666,1.821351485,4.083332803,1.675765593,6.490900013,4.81513442,0.88675546,0.15674215,1.616768771,1.460026622,7.78E-06,0.441087121,2.448450443,0.151605413,128.3191442,0.41557148,0.235780702,0.577541667,0.422458333,0,0.213708333,0.064855381,27.37801211,0.020977825,27.37804819,487.6965132,0.342223213,487.6971085,0,4.25E-05,5,0.056624841,0.059836874,0.032999884,1.38E-05,-0.030785293,-0.030785293,0,-0.014508984,0.011132404,0.002926717,-0.014764564,0.002926851,0.008652478,0.014173002,0.008652617,0,0.013621911,0,-0.084780713,-0.01117702,0.025610292,-8.38E-05,0.0015
Eq1_DTLZ2,Eq_DTLZ,2,1,0.00085,0.0005,0.0161,0.032161427,0.118932707,0,0.242591648,0.018343184,0.077194355,-0.555364964,-0.492498905,0.632561661,-0.285330901,0.000158333,0.138433333,0.030708333,0,0,0,0,0,0,0.550259097,26.84466667,16.26048047,63.83333333,0.27842477,2.034223162,5.250078396,3.002330952,7.49782584,4.495494888,-0.220573131,-1.028648812,0.58750255,1.616151362,7.78E-06,0.441087121,2.448450443,0.606244212,137.0751194,0.41557148,0.235780702,0.577541667,0.422458333,0,0.213708333,0.064855381,0.083045109,0.020977825,0.086279406,1.292383718,0.342223213,1.347215189,5.86E-05,0.041865436,5,0.056624841,0.059836874,0.032999884,0.018013937,-0.030785293,-0.030785293,0,-0.014508984,0.011132404,0.004441559,-0.014764564,0.001841589,0.039736504,0.014173002,0.034870126,-0.00150256,0.157000228,0,-0.084780713,-0.01117702,0.025610292,0.149666966,0.0015
Eq1_DTLZ3,Eq_DTLZ,2,1,0.00085,0.0005,0.0028,0.20473545,66.50459775,0,0.003671947,0,0,0.547337085,-0.052544509,0.422361904,0.081710078,0.05635,0.162616667,0.036016667,0,0,0,0,0,0,0.545736037,57.3218,31.29727684,116.1333333,0.020579648,1.834870932,3.254098645,1.544696905,4.963500384,3.418803479,0.74186809,0.062086031,1.42165015,1.359564119,7.78E-06,0.441087121,2.448450443,0.182303253,151.5222519,0.41557148,0.235780702,0.577541667,0.422458333,0,0.213708333,0.064855381,62.80081931,0.020977825,62.80083432,1109.719454,0.342223213,1109.719703,0,9.18E-06,5,0.056624841,0.059836874,0.032999884,6.64E-06,-0.030785293,-0.030785293,0,-0.014508984,0.011132404,-0.006351191,-0.014764564,-0.006351178,-0.003297881,0.014173002,-0.003297861,0,-8.40E-05,0,-0.084780713,-0.01117702,0.025610292,-8.38E-05,0.0015
Eq1_DTLZ4,Eq_DTLZ,2,1,0.00085,0.000533333,0.014066667,0.039253634,0.056253577,0,0.29017884,0.016028818,0.055371649,-0.837069016,-0.160715876,0.181542015,-0.57976605,0,0.1761,0.017758333,0.000127537,6.38E-05,0.000127537,7.86E-05,3.93E-05,7.86E-05,0.550517325,34.61761667,20.11709512,81.16666667,0.177588682,2.091871276,18.86392314,15.18668403,22.54116226,7.354478231,-0.197986133,-3.96241682,3.566444554,7.528861375,7.78E-06,0.441087121,2.448450443,0.530684031,44.5167764,0.41557148,0.235780702,0.577541667,0.422458333,0,0.213708333,0.064855381,0.099559942,0.020977825,0.108534755,1.945001499,0.342223213,2.085157282,5.11E-05,0.033362645,5,0.056624841,0.059836874,0.032999884,0.012447647,-0.030785293,-0.030785293,0,-0.014508984,0.011132404,0.026553624,-0.014764564,0.027395294,0.018293044,0.014173002,0.019042168,-0.001293539,0.077865678,0,-0.084780713,-0.01117702,0.025610292,0.128045831,0.0015
Eq1_IDTLZ1,Eq_DTLZ,2,1,0.00085,0.0005,0.003,0.193439153,29.56523656,0,0.015968363,0,0,0.414310889,-0.1217538,0.431704159,0.046480174,0.060091667,0.168241667,0.034783333,0,0,0,0,0,0,0.545736037,53.19251667,28.71450416,106.2666667,-0.012826666,1.821351485,4.083332803,1.675765593,6.490900013,4.81513442,0.88675546,0.15674215,1.616768771,1.460026622,7.78E-06,0.441087121,2.448450443,0.151605413,128.3191442,0.41557148,0.235780702,0.577541667,0.422458333,0,0.213708333,0.064855381,27.37801211,0.020977825,27.37804819,487.6965132,0.342223213,487.6971085,0,4.25E-05,5,0.056624841,0.059836874,0.032999884,1.38E-05,-0.030785293,-0.030785293,0,-0.014508984,0.011132404,0.002926717,-0.014764564,0.002926851,0.008652478,0.014173002,0.008652617,0,0.013621883,0,-0.084780713,-0.01117702,0.025610292,-8.38E-05,0.0015
Eq1_IDTLZ2,Eq_DTLZ,2,1,0.00085,0.0005,0.036116667,0.014005163,0.011355951,0.000520833,0.719670713,0.137028058,0.19101385,-0.869537239,-0.614506104,0.723710671,-0.327403549,0.000158333,0.175941667,0.0477,0,0,0,0,0,0,0.550259097,13.12703333,7.7916898,32.4,0.28664736,2.075039486,10.37590878,3.02298095,17.7288366,14.70585565,1.17382866,-0.461327816,2.808985137,3.270312953,7.78E-06,0.441087121,2.448450443,0.722188547,50.63107003,0.41557148,0.235780702,0.577541667,0.422458333,0,0.213708333,0.064855381,0.077049498,0.020977825,0.080927143,1.197583896,0.342223213,1.263459668,0.00051241,0.279400636,5,0.056624841,0.059836874,0.032999884,0.166409891,-0.030785293,-0.030785293,0,-0.014508984,0.011132404,0.000600052,-0.014764564,-0.001718756,0.019949757,0.014173002,0.018795572,0.006387303,0.140240857,0,-0.084780713,-0.01117702,0.025610292,0.157637219,0.0015
Eq2_DTLZ1,Eq_DTLZ,2,2,0,0.0005,0.003,0.193439153,22.82249103,0.071044974,0.01596844,0,0,0.414310889,-0.142473762,0.511824651,0.382345515,0.08865,0.240016667,0.083708333,0,0,0,0,0,0,0.569468689,53.19251667,28.71450416,106.2666667,-0.012826666,1.821351485,4.083332803,1.675765593,6.490900013,4.81513442,0.88675546,0.15674215,1.616768771,1.460026622,0.249899981,2.663467367,53.5121028,0.151605413,128.3191442,0.585547757,0.050791288,0.449270833,0.550729167,0,0.237666667,0.064855381,27.37801211,0.002475636,27.37801296,487.6965132,0.038812593,487.6965257,0,4.25E-05,5,0.258605405,0.258500188,0.255173489,7.53E-06,-0.006516375,-0.006516375,0,0.004941769,0.011132404,0.002926717,0.035417279,0.002926751,0.008652478,0.032606162,0.008652484,0,0.013621911,0,0.097012388,0.098646023,0.05600046,0.013789622,0
Eq2_DTLZ2,Eq_DTLZ,2,2,0,0.0005,0.0161,0.032161427,0.015051471,0.020514885,0.242591648,0.018154153,0.074449504,-0.555364964,-0.413610708,0.754221935,0.230039329,0.0012,0.189825,0.099408333,0,0,0,0,0,0,0.569468689,26.84466667,16.26048047,63.83333333,0.27842477,2.034223162,5.250078396,3.002330952,7.49782584,4.495494888,-0.220573131,-1.028648812,0.58750255,1.616151362,0.249899981,2.663467367,53.5121028,0.606244212,137.0751194,0.585547757,0.050791288,0.449270833,0.550729167,0,0.237666667,0.064855381,0.083045109,0.002475636,0.083118115,1.292383718,0.038812593,1.293511889,0,0.041865436,5,0.258605405,0.258500188,0.255173489,0.02139339,-0.006516375,-0.006516375,0,0.004941769,0.011132404,0.004441559,0.035417279,0.004411612,0.039736504,0.032606162,0.039108989,0,0.157000228,0,0.097012388,0.098646023,0.05600046,0.144962206,0
Eq2_DTLZ3,Eq_DTLZ,2,2,0,0.0005,0.0028,0.20473545,46.11850144,0.074656085,0.003671947,0,0,0.547337085,-0.049924684,0.502503873,0.405153417,0.083441667,0.229458333,0.087483333,0,0,0,0,0,0,0.569468689,57.3218,31.29727684,116.1333333,0.020579648,1.834870932,3.254098645,1.544696905,4.963500384,3.418803479,0.74186809,0.062086031,1.42165015,1.359564119,0.249899981,2.663467367,53.5121028,0.182303253,151.5222519,0.585547757,0.050791288,0.449270833,0.550729167,0,0.237666667,0.064855381,62.80081931,0.002475636,62.80081965,1109.719454,0.038812593,1109.719459,0,9.18E-06,5,0.258605405,0.258500188,0.255173489,0,-0.006516375,-0.006516375,0,0.004941769,0.011132404,-0.006351191,0.035417279,-0.006351185,-0.003297881,0.032606162,-0.00329788,0,-8.40E-05,0,0.097012388,0.098646023,0.05600046,0,0
Eq2_DTLZ4,Eq_DTLZ,2,2,0,0.0005,0.014066667,0.037094108,0.018746873,0.022056491,0.29017884,0.016616923,0.057529018,-0.837069016,-0.430306373,0.278466488,-0.240528826,0.007383333,0.218383333,0.075325,0,0,0,0,0,0,0.569468689,34.61761667,20.11709512,81.16666667,0.177588682,2.091871276,18.86392314,15.18668403,22.54116226,7.354478231,-0.197986133,-3.96241682,3.566444554,7.528861375,0.249899981,2.663467367,53.5121028,0.530684031,44.5167764,0.585547757,0.050791288,0.449270833,0.550729167,0,0.237666667,0.064855381,0.099559942,0.002475636,0.099961322,1.945001499,0.038812593,1.951214046,0,0.033362645,5,0.258605405,0.258500188,0.255173489,0.0184383,-0.006516375,-0.006516375,0,0.004941769,0.011132404,0.026553624,0.035417279,0.026332413,0.018293044,0.032606162,0.018186721,0,0.077865678,0,0.097012388,0.098646023,0.05600046,0.089727977,0
Eq2_IDTLZ1,Eq_DTLZ,2,2,0,0.0005,0.003,0.193439153,22.82249103,0.071044974,0.015968363,0,0,0.414310889,-0.142473762,0.511824651,0.382345515,0.08865,0.240016667,0.083708333,0,0,0,0,0,0,0.569468689,53.19251667,28.71450416,106.2666667,-0.012826666,1.821351485,4.083332803,1.675765593,6.490900013,4.81513442,0.88675546,0.15674215,1.616768771,1.460026622,0.249899981,2.663467367,53.5121028,0.151605413,128.3191442,0.585547757,0.050791288,0.449270833,0.550729167,0,0.237666667,0.064855381,27.37801211,0.002475636,27.37801296,487.6965132,0.038812593,487.6965257,0,4.25E-05,5,0.258605405,0.258500188,0.255173489,7.53E-06,-0.006516375,-0.006516375,0,0.004941769,0.011132404,0.002926717,0.035417279,0.002926751,0.008652478,0.032606162,0.008652484,0,0.013621883,0,0.097012388,0.098646023,0.05600046,0.013789594,0
Eq2_IDTLZ2,Eq_DTLZ,2,2,0,0.0005,0.036116667,0.014005163,0.011751033,0.00894273,0.719670713,0.031805346,0.042444276,-0.869537239,-0.722930869,0.612111628,-0.055852582,0.0032,0.252216667,0.090683333,0,0,0,0,0,0,0.569468689,13.12703333,7.7916898,32.4,0.28664736,2.075039486,10.37590878,3.02298095,17.7288366,14.70585565,1.17382866,-0.461327816,2.808985137,3.270312953,0.249899981,2.663467367,53.5121028,0.722188547,50.63107003,0.585547757,0.050791288,0.449270833,0.550729167,0,0.237666667,0.064855381,0.077049498,0.002475636,0.077135782,1.197583896,0.038812593,1.198921491,0,0.279400636,5,0.258605405,0.258500188,0.255173489,0.147009534,-0.006516375,-0.006516375,0,0.004941769,0.011132404,0.000600052,0.035417279,0.000521046,0.019949757,0.032606162,0.019418925,0,0.140240857,0,0.097012388,0.098646023,0.05600046,0.146232499,0
LIRCMOP10,LIRCMOP,2,2,0.011933333,0.004983333,0.023583333,0.215369149,0.016948148,0.202641226,0.524897975,0.457529281,0.871845855,-0.706899783,-0.290023092,0.155906614,-0.249683558,0.003175,0.146575,0.098133333,0.623118206,0.271193792,0.331841612,2.904124391,0.965968434,0.992178164,-0.011984302,21.43641667,13.6073541,52.63333333,0.32540021,2.008617447,15.71462135,4.018854095,27.41038861,23.39153452,0.470394054,-0.859072188,1.799860295,2.658932483,0,1.14383876,2.952804662,0.422035709,103.8585555,0.04527206,0.667017667,0.492208333,0.5059375,0.001854167,0.220020833,0.064855381,0.149689402,0.151225475,0.240162186,2.418088545,2.64367324,4.046302782,0.009328323,0.2161159,4.987833333,0.19420411,0.205667469,0.052169888,0.169057585,-0.016676943,-0.017630754,0.068814714,0.007848096,0.011132404,0.050418996,0.029493178,0.02790184,0.084197655,0.030509502,0.036997571,0.096904816,0.161326607,0.121283028,-0.006571777,0.009035397,-0.022680743,0.134988235,0.013416667
LIRCMOP11,LIRCMOP,2,2,0.011416667,0.002516667,0.023583333,0.10710659,0.082843638,0.037998845,0.579706417,0.413337839,0.717933244,-0.706899783,-0.275118981,0.153512233,-0.228783722,0.001891667,0.084908333,0.056941667,0.54894818,0.252628501,0.371261274,2.695082038,1.053800894,1.409510684,0.131457087,21.43641667,13.6073541,52.63333333,0.32540021,2.008617447,15.71462135,4.018854095,27.41038861,23.39153452,0.470394054,-0.859072188,1.799860295,2.658932483,0,0.125536672,1.451438776,0.422035709,103.8585555,0.043001732,1.886824336,0.508416667,0.490625,0.000958333,0.2121875,0.064855381,0.149689402,0.497438157,0.542815893,2.418088545,8.582608527,9.279786094,0.012493679,0.274654535,4.993833333,0.784014433,0.814339135,0.216837157,0.224645382,0.00216366,0.002326268,0.049625884,0.003982843,0.011132404,0.050418996,-0.012385624,-0.013737977,0.084197655,0.006720785,0.009334623,0.033757671,0.161846593,0.062671635,0.014589432,0.014138252,-0.021601067,0.141472862,0.012
LIRCMOP12,LIRCMOP,2,2,0.200166667,0.003666667,0.021533333,0.172102477,0.134270415,0.047168276,0.602328007,0.465299009,0.773002871,-0.616745795,-0.590677258,0.31601551,-0.514473737,0.00265,0.085783333,0.075041667,0.7379897,0.332081553,0.368462519,4.677480187,1.791944947,2.198300515,-0.252681154,25.2048,15.89303996,59.9,0.23684195,1.911043661,5.771668146,3.23635945,8.306976842,5.070617392,-0.245151641,-0.859072188,0.368768906,1.227841094,0,1.170332829,3.329906298,0.372765073,111.7437362,0.183200502,3.587303784,0.4900625,0.459229167,0.050708333,0.258083333,0.064855381,0.421812815,0.404324911,0.655468356,6.994322506,7.252474625,11.32854628,0.011722301,0.224019654,4.672833333,0.466842566,0.496726191,0.073937783,0.107183286,0.003961403,-0.000111829,-0.010304119,-0.005335356,0.011132404,0.024549139,0.00864991,0.000309557,0.050895227,0.008701138,0.022077318,0.01058612,0.032122428,-0.011326916,0.027315853,0.028727992,0.012332096,0.05749714,0.326083333
LIRCMOP1,LIRCMOP,2,2,0,0.01445,0.015616667,0.962438514,0.046525685,0.001754386,0.583575436,0.336142355,0.578126275,0.044097032,-0.443595011,-0.053949595,-0.257202233,0.00085,0.029541667,0.138258333,0.346105559,0.115815103,0.126592786,0.393038849,0.129459356,0.141585618,0.82656656,33.33183333,21.84669545,91,0.482378325,2.321594387,4.154850097,3.391605553,4.91809464,1.526489086,-0.411216426,-0.859072188,0.036639337,0.895711524,0.255,2.326632665,8.342122688,0.822361748,15.96332374,0.268725495,0.034284408,0.564,0.4353125,0.0006875,0.2135,0.064855381,0.074618993,0.007924761,0.075688388,1.173433809,0.126580858,1.191515789,0,0.322547634,4.995583333,0.264435753,0.266602051,0.258584306,0.27446942,-0.009043827,-0.010638262,-0.002686786,-0.018853705,0.011132404,0.007790913,-0.026192008,0.007461124,0.110460206,-0.062117927,0.100387994,0,0.155545384,-0.004260813,0.1065477,0.121055959,0.195285604,0.174814421,0
LIRCMOP2,LIRCMOP,2,2,0,0.000516667,0.152566667,0.003401293,0.210870913,0.000347538,0.730736364,0.375806337,0.517679997,-0.88798157,-0.597410214,0.215863871,-0.724575858,0.000233333,0.000958333,0.001866667,0.003541995,0.001770997,0.003541995,0.002824287,0.001412143,0.002824287,0.204404761,8.019583333,6.688639789,33.43333333,1.131212348,3.890962996,7.803834174,4.413340772,11.19432758,6.780986804,0.564753875,-0.859072188,1.988579938,2.847652126,0.262071731,-2.005251869,7.655884608,0.174714811,38.60800265,0.123566841,0.019372259,0.436270833,0.563729167,0,0.235541667,0.064855381,0.051038183,0.007583486,0.05210498,0.783643159,0.116102409,0.800044721,0,0.494007174,5,0.349854107,0.348063363,0.336187018,0.449882121,0.018968073,0.018968073,0,-0.001474164,0.011132404,0.025603162,0.020123292,0.025978921,0.031190907,-0.008260028,0.029094594,0,0.129452291,0,0.083583302,0.097950256,0.059886863,0.131578237,0
LIRCMOP3,LIRCMOP,2,3,0,0.0005,0.218516667,0.002292614,0.136505487,0,0.641586418,0.286679175,0.450168569,-0.983104793,-0.130202269,0.129311158,0.018601215,0.002508333,0.091808333,0.151375,0,0,0,0,0,0,0.061989961,4.9445,3.848076124,20.53333333,1.070236035,3.754157438,3.943618221,3.42504943,4.462187011,1.037137581,-0.085266268,-0.859072188,0.688539652,1.54761184,0.269063043,0.331528978,1.492583606,0.102935938,15.59995564,0.016867744,0.593399381,0.483041667,0.516958333,0,0.211541667,0.064855381,0.08170239,0.380021674,0.406138464,1.267249108,6.735874391,7.10942693,0,0.427465296,5,0.816962387,0.819393201,0.404982409,0.375258107,-0.030215113,-0.030215113,0,-0.010284542,0.011132404,0.00284816,-0.00440154,-0.004148361,0.008952829,0.003701399,0.003453194,0,0.030100294,0,-0.015187392,0.007301877,0.014749513,0.115368045,0
LIRCMOP4,LIRCMOP,2,3,0,0.0005,0.152566667,0.003285149,0.172325507,0,0.715892156,0.397886353,0.559274387,-0.88798157,-0.093735845,0.129311158,0.040446784,0.002508333,0.175333333,0.148783333,0,0,0,0,0,0,0.061989961,8.019583333,6.688639789,33.43333333,1.131212348,3.890962996,7.803834174,4.413340772,11.19432758,6.780986804,0.564753875,-0.859072188,1.988579938,2.847652126,0.269063043,0.331528978,1.492583606,0.174714811,38.60800265,0.016867744,0.593399381,0.483041667,0.516958333,0,0.211541667,0.064855381,0.051038183,0.380021674,0.393404357,0.783643159,6.735874391,6.924695853,0,0.473543183,5,0.816962387,0.819393201,0.404982409,0.433027607,-0.030215113,-0.030215113,0,-0.010284542,0.011132404,0.025603162,-0.00440154,-0.003893657,0.031190907,0.003701399,0.002912203,0,0.129638089,0,-0.015187392,0.007301877,0.014749513,0.141294937,0
